Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1	Expression 2	Expression 3	Expression 4	Expression 5	Expression 6	Expression 7	Expression 8	Expression 9	Expression 10	Expression 11	Expression 12	Expression 13	Expression 14	Expression 15	Expression 16
190297			190198	-	-	predicted RNA	antisense: rpsB	427	415	1723	1171	347	256	1395	463	293	1071	610	479	627	394	312	355
190594			190468	-	-	predicted RNA	antisense: rpsB	511	484	1549	913	341	232	1299	533	267	984	421	414	468	318	308	355
190754			190655	-	-	predicted RNA	-	448	347	1611	1093	460	315	1438	569	273	1044	463	462	463	359	296	302
191019			190939	-	-	predicted RNA	antisense: tsf	244	242	910	576	212	155	885	263	162	678	116	157	203	92	121	105
192730	192872	193429	193429	+	frr	b0172	ribosome recycling factor	1435	1324	2572	2688	3423	3312	2876	2716	2713	2840	2135	3038	1370	2960	1749	1118
193310			193203	-	-	predicted RNA	antisense: frr	823	853	2316	2114	1232	2169	2569	877	1548	1842	2353	2427	1635	2627	2262	1183
193521	193521	194717	194730	+	dxr	b0173	1-deoxy-D-xylulose 5-phosphate reductoisomerase	51	49	30	34	50	35	44	34	28	39	41	53	32	51	63	52
194869	194903	195664	195664	+	ispU	b0174	undecaprenyl pyrophosphate synthase	462	446	426	347	224	342	545	220	398	550	145	129	202	78	87	117
195677	195677	196534	196545	+	cdsA	b0175	CDP-diglyceride synthase	459	416	405	365	242	339	478	222	328	459	169	197	164	167	184	152
196546	196546	197898	197927	+	rseP	b0176	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA"	515	476	470	412	278	328	462	289	376	484	141	168	177	126	116	117
197928	197928	200360	200360	+	bamA	b0177	"outer membrane protein assembly factor, forms pores; required for OM biogenesis; in BamABCDE OM protein complex"	491	469	452	444	414	372	453	401	390	433	193	288	233	216	167	141
200361	200482	200967	200967	+	skp	b0178	periplasmic chaperone	940	953	982	1047	1433	1266	928	1288	1119	904	855	1260	681	1191	697	525
200968	200971	201996	202100	+	lpxD	b0179	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	1106	1119	1283	1037	945	623	994	1150	672	991	436	587	313	605	380	305
202101	202101	202556	202556	+	fabZ	b0180	(3R)-hydroxymyristol acyl carrier protein dehydratase	4109	3791	5025	4052	4350	2460	4056	4589	2965	4559	1795	2458	1251	2045	1367	1008
202559	202560	203348		+	lpxA	b0181	UDP-N-acetylglucosamine acetyltransferase	412	407	433	362	271	235	509	347	278	464	206	281	133	202	151	120
	203348	204496		+	lpxB	b0182	tetraacyldisaccharide-1-P synthase	244	232	421	351	338	182	290	345	182	306	119	150	120	152	131	109
	204493	205089	205119	+	rnhB	b0183	"ribonuclease HII, degrades RNA of DNA-RNA hybrids"	276	257	299	294	273	143	235	272	169	251	46	58	71	60	81	69
205122	205126	208608	208608	+	dnaE	b0184	DNA polymerase III alpha subunit	298	285	257	211	191	166	194	192	171	206	85	81	74	92	81	76
208609	208621	209580	209580	+	accA	b0185	"acetyl-CoA carboxylase, carboxytransferase, alpha subunit"	501	474	424	381	291	368	445	289	387	446	93	85	111	76	88	87
209679	209679	211820	211820	+	ldcC	b0186	"lysine decarboxylase 2, constitutive"	12	11	14	15	18	22	12	12	16	11	63	77	74	67	97	92
	211877	212266		+	yaeR	b0187	predicted lyase	19	21	17	18	19	21	14	18	21	10	38	24	28	25	47	42
212267	212331	213629	213675	+	tilS	b0188	tRNA(Ile)-lysidine synthetase	41	36	31	33	29	37	30	25	37	37	20	20	24	19	29	35
	213932	213678	213678	-	rof	b0189	modulator of Rho-dependent transcription termination	49	47	48	60	93	231	52	80	145	64	91	166	67	162	167	80
214138	214125	213925		-	yaeP	b4406	conserved protein	145	143	132	201	299	798	150	278	478	214	283	516	218	455	494	202
214257	214291	214836		+	yaeQ	b0190	conserved protein	120	112	132	133	142	160	95	156	135	101	112	122	108	117	172	143
	214833	215255	215255	+	yaeJ	b0191	"petidyl-tRNA hydrolase, ribosome-attached; stalled ribosome rescue factor"	80	79	89	93	130	88	63	104	72	74	98	103	81	140	135	74
215269	215269	215979	216109	+	nlpE	b0192	lipoprotein involved with copper homeostasis and adhesion	61	62	73	81	103	71	57	92	65	68	135	160	89	206	181	101
217003	217003	216179	216179	-	yaeF	b0193	predicted lipoprotein	4	5	5	4	4	4	4	5	3	4	82	13	62	40	87	98
218795	218775	217057	217057	-	proS	b0194	prolyl-tRNA synthetase	595	596	451	452	369	395	570	408	384	585	113	151	164	132	81	85
	219594	218887	218887	-	yaeB	b0195	"conserved protein, UPF0066 family"	37	36	46	38	37	32	36	41	26	36	44	28	35	34	37	43
220047	219995	219591		-	rcsF	b0196	"predicted outer membrane protein, signal"	171	164	145	136	137	150	107	131	161	106	57	70	119	42	55	62
220928	220928	220113	220113	-	metQ	b0197	DL-methionine transporter subunit	551	542	325	171	171	296	595	178	373	646	1386	1505	1084	1748	843	916
220271			220315	+	-	predicted RNA	antisense: metQ	54	49	97	32	22	92	199	22	67	151	760	516	620	698	593	433
220388			220489	+	-	predicted RNA	antisense: metQ	79	83	191	90	31	116	418	45	116	261	1334	1296	1262	1216	1165	861
	221621	220968	220929	-	metI	b0198	DL-methionine transporter subunit	334	335	325	142	91	155	427	130	208	479	536	424	367	628	304	370
222682	222645	221614		-	metN	b0199	DL-methionine transporter subunit	169	166	120	52	36	56	159	49	80	169	195	150	138	219	118	151
	222833	223408		+	gmhB	b0200	"D,D-heptose 1,7-bisphosphate phosphatase"	79	79	50	57	24	86	86	21	83	83	42	29	53	19	23	21
223771			225312	+	rrsH	b0201	16S ribosomal RNA of rrnH operon	1	1	7	7	10	15	34	5	11	11	230	209	149	177	50	48
224178			223995	-	-	predicted RNA	antisense: rrsH	0	0	5	9	1	15	21	1	31	40	579	1444	501	865	190	228
224783			224684	-	-	predicted RNA	antisense: rrsH	1	1	19	23	8	10	15	7	21	11	965	1104	601	792	245	199
225333			224837	-	-	predicted RNA	antisense: rrsH	1	1	14	17	13	12	21	12	39	27	1046	1820	718	1160	300	260
225381			225457	+	ileV	b0202	Ile tRNA	1998	1862	2450	1657	1021	675	2370	1857	1034	2181	688	556	492	569	365	615
225500			225575	+	alaV	b0203	Ala tRNA	1017	1018	1386	1052	937	598	1781	1303	804	1631	510	419	269	437	195	379
225759			228662	+	rrlH	b0204	23S ribosomal RNA of rrnH operon	1	1	10	11	11	18	44	7	16	14	309	279	213	254	74	68
225882			225825	-	-	predicted RNA	antisense: rrlH	0	0	4	5	1	4	6	0	15	10	523	1098	462	689	165	205
226185			226115	-	-	predicted RNA	antisense: rrlH	0	0	8	12	1	3	12	2	23	19	629	1020	535	909	190	200
226360			226261	-	-	predicted RNA	antisense: rrlH	0	0	6	11	3	5	12	2	10	10	649	910	599	1192	266	233
226830			226591	-	-	predicted RNA	antisense: rrlH	0	0	6	10	2	12	20	2	31	32	837	1817	732	1355	302	297
227001			226922	-	-	predicted RNA	antisense: rrlH	0	1	7	11	4	4	9	2	26	13	715	1442	712	1301	274	291
227148			227089	-	-	predicted RNA	antisense: rrlH	0	0	17	21	6	9	17	4	20	12	729	1078	572	1229	243	224
227474			227460	-	-	predicted RNA	antisense: rrlH	0	0	3	9	2	7	7	1	17	15	585	1025	392	708	147	164
227865			227636	-	-	predicted RNA	antisense: rrlH	0	1	13	14	6	12	35	4	33	22	1022	2056	668	1233	241	252
228639			227979	-	-	predicted RNA	antisense: rrlH	1	2	29	37	28	16	27	23	46	39	985	1759	778	1231	298	287
228756			228875	+	rrfH	b0205	5S ribosomal RNA of rrnH operon	0	0	0	0	0	1	2	0	0	0	14	7	12	5	8	8
228928			229004	+	aspU	b0206	Asp tRNA	321	254	291	118	71	112	359	187	163	286	179	130	131	97	94	163
229050	229167	229970	229970	+	dkgB	b0207	"2,5-diketo-D-gluconate reductase B"	57	57	33	38	36	70	50	25	61	57	81	33	96	44	71	62
230896	230881	229967	229967	-	yafC	b0208	predicted DNA-binding transcriptional regulator	24	24	23	23	33	20	18	29	25	11	34	33	37	40	41	34
231111	231122	231922	231922	+	yafD	b0209	conserved protein	56	55	46	57	82	100	38	74	86	46	130	182	106	197	161	110
231923	231926	232549	232549	+	yafE	b0210	predicted S-adenosyl-L-methionine-dependent methyltransferase	13	14	8	8	13	8	13	10	7	11	33	22	20	29	34	33
233960	233955	232597	232597	-	mltD	b0211	predicted membrane-bound lytic murein transglycosylase D	209	189	481	321	213	149	315	306	186	306	326	241	215	241	166	194
234850	234782	234027	234027	-	gloB	b0212	hydroxyacylglutathione hydrolase	73	72	105	97	152	57	40	144	55	53	181	207	138	272	247	148
234800	234816	235538	235538	+	yafS	b0213	predicted S-adenosyl-L-methionine-dependent methyltransferase	29	32	30	34	52	53	22	47	43	22	117	77	84	94	111	97
236009	236002	235535	235419	-	rnhA	b0214	"ribonuclease HI, degrades RNA of DNA-RNA hybrids"	97	101	97	91	91	75	73	105	87	87	51	60	54	60	73	55
235967	236067	236798	236833	+	dnaQ	b0215	DNA polymerase III epsilon subunit	147	151	141	139	170	234	174	166	201	182	209	261	146	284	213	143
236931			237007	+	aspV	b0216	Asp tRNA	318	291	119	67	39	35	226	78	76	192	29	30	29	13	33	57
237335	237335	238120	238120	+	yafT	b0217	lipoprotein	20	19	28	15	13	4	15	14	6	13	51	12	40	30	70	91
238778	238736	238257	238257	-	ykfM	b4586	hypothetical protein	0	1	3	1	1	0	1	2	0	1	75	15	39	35	66	88
240190	240189	239419	238900	-	yafV	b0219	"predicted C-N hydrolase family amidase, NAD(P)-binding"	19	20	23	20	40	54	20	31	41	19	87	114	58	106	89	65
240342	240343	240816	240816	+	ivy	b0220	"inhibitor of c-type lysozyme, periplasmic"	105	100	59	116	246	234	66	170	183	71	149	293	196	163	184	121
243303	243303	240859	240855	-	fadE	b0221	acyl coenzyme A dehydrogenase	3	3	2	3	3	3	5	3	2	4	46	22	52	22	42	49
243543	243543	244121	244184	+	lpcA	b0222	D-sedoheptulose 7-phosphate isomerase	239	253	266	265	305	327	320	331	310	335	251	244	253	226	187	185
244191	244327	245094	245133	+	yafJ	b0223	predicted amidotransfease	33	34	41	40	35	40	36	43	29	33	45	38	48	42	41	39
245880	245805	245065	245065	-	yafK	b0224	conserved protein	313	320	183	138	136	175	248	167	199	325	492	560	314	476	369	349
246241	246239	245961	245944	-	yafQ	b0225	translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ	33	30	38	45	56	45	28	61	28	27	81	91	64	89	98	87
246508	246502	246242	246242	-	dinJ	b0226	antitoxin of YafQ-DinJ toxin-antitoxin system	181	196	186	212	326	228	161	337	190	172	483	676	344	840	678	345
246678	246712	247461	247461	+	yafL	b0227	predicted lipoprotein and C40 family peptidase	3	3	3	3	4	4	1	3	0	1	52	15	39	25	57	59
247637	247637	248134	248139	+	rayT	b0228	conserved protein	11	10	9	8	13	15	7	12	11	7	30	16	36	21	38	43
250898	250898	251953	251953	+	dinB	b0231	DNA polymerase IV	14	13	10	11	11	13	10	10	13	11	26	17	23	15	36	37
251996	252005	252298	252300	+	yafN	b0232	antitoxin of the YafO-YafN toxin-antitoxin system	55	54	56	44	53	60	46	65	46	55	107	122	63	143	132	94
252301	252301	252699	252699	+	yafO	b0233	mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	22	19	30	20	31	28	17	31	17	22	36	63	38	64	73	74
252700	252709	253161	253179	+	yafP	b0234	predicted acyltransferase with acyl-CoA N-acyltransferase domain	9	10	12	8	7	9	4	11	5	3	26	10	18	17	34	40
255803	255716	254259	254259	-	pepD	b0237	aminoacyl-histidine dipeptidase (peptidase D)	716	708	617	878	1257	1106	424	1160	859	448	307	507	293	538	423	263
255932	255977	256435	256438	+	gpt	b0238	guanine-hypoxanthine phosphoribosyltransferase	805	737	586	579	480	645	628	525	600	645	55	64	106	43	33	54
256527	256527	257771	257798	+	frsA	b0239	fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity	81	77	72	73	51	112	62	46	91	60	63	54	68	47	73	68
257829	257829	258230	258248	+	crl	b0240	"sigma factor-binding protein, stimulates RNA polymerase holoenzyme formation"	544	516	292	436	924	489	296	563	434	328	211	321	322	366	310	287
259421	259324	258269	258269	-	phoE	b0241	outer membrane phosphoporin protein E	5	5	4	3	2	3	3	3	2	4	34	14	36	19	47	55
259599	259612	260715	260726	+	proB	b0242	gamma-glutamate kinase	140	138	137	108	91	97	118	82	105	120	79	94	91	86	68	62
260727	260727	261980	261983	+	proA	b0243	gamma-glutamylphosphate reductase	205	207	189	158	119	177	163	113	161	167	73	118	121	77	80	67
262095			262170	+	thrW	b0244	Thr tRNA	225	293	274	231	223	123	306	268	141	298	180	186	158	292	253	211
262893	262893	262552	262536	-	ykfI	b0245	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system	0	0	1	2	0	0	0	1	0	0	18	3	14	11	34	45
263231	263231	262914	262894	-	yafW	b0246	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system	0	0	1	2	0	0	2	0	0	0	48	5	34	21	61	50
263471	263471	263250	263232	-	ykfH	b4504	predicted protein	0	0	0	0	0	0	0	0	0	0	58	6	35	28	57	62
263956	263956	263480		-	ykfG	b0247	CP4-6 prophage; predicted DNA repair protein	0	0	0	0	0	0	1	0	0	0	23	2	22	10	24	25
264515	264430	263972	263957	-	yafX	b0248	CP4-6 prophage; predicted protein	1	1	3	2	2	1	0	2	2	2	75	11	68	29	74	83
264767	264767	264528	264516	-	ykfF	b0249	CP4-6 prophage; predicted protein	1	0	2	3	2	1	0	1	2	2	39	4	32	25	57	58
265333	265311	264844	264844	-	ykfB	b0250	CP4-6 prophage; predicted protein	14	13	16	15	22	14	22	18	18	15	67	54	52	52	79	55
	265777	265334	265334	-	yafY	b0251	"lipoprotein, inner membrane; overproduction stimulates degP expression; CP4-6 prophage"	6	7	10	12	6	3	3	7	9	8	27	11	23	19	37	36
267229	267229	266408	266408	-	yafZ	b0252	CP4-6 prophage; conserved protein	1	0	1	1	0	2	1	0	0	0	36	7	22	11	36	45
268216	268184	267321	267230	-	ykfA	b0253	CP4-6 prophage; predicted GTP-binding protein	7	7	9	7	5	2	6	5	3	7	52	12	59	26	65	62
269406	269406	268513	268317	-	perR	b0254	CP4-6 prophage; predicted DNA-binding transcriptional regulator	5	5	8	6	8	2	3	7	5	5	57	17	50	28	73	85
269676	269827	270978	271051	+	insI	b0256	IS30 transposase	27	27	28	29	54	34	17	37	25	19	72	54	55	62	97	85
271804			271878	+	eyeA	b4690	-	14	14	10	14	14	8	10	14	11	7	36	26	30	36	52	46
274356	274341	273325	273185	-	insH	b0259	IS5 transposase and trans-activator	83	94	64	69	60	54	100	76	72	98	102	42	96	63	60	91
274549	274549	275952		+	mmuP	b0260	CP4-6 prophage; predicted S-methylmethionine transporter	5	4	5	3	5	4	6	3	5	7	46	19	43	38	56	63
	275939	276871	276871	+	mmuM	b0261	CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase	10	9	9	11	12	20	12	12	19	12	53	31	43	45	39	48
	278026	276980		-	afuC	b0262	CP4-6 prophage; predicted ferric transporter subunit	1	1	1	1	1	0	1	1	1	1	23	4	18	11	26	30
	278905	278402	278367	-	insB	b0264	IS1 transposase B	9	8	12	12	7	4	7	9	4	6	32	11	27	17	37	42
279487	279099	278824		-	insA	b0265	IS1 repressor TnpA	27	24	25	27	24	13	16	24	12	17	37	17	47	27	63	75
281207	281207	280053		-	yagA	b0267	CP4-6 prophage; predicted DNA-binding transcriptional regulator	0	0	0	0	0	0	0	0	0	0	16	2	19	7	16	16
281302	281502	282410	282410	+	yagE	b0268	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage	6	8	8	7	2	2	12	7	3	9	30	4	29	9	26	33
	282425	284392		+	yagF	b0269	CP4-6 prophage; predicted dehydratase	3	4	3	5	1	1	8	4	3	7	12	1	7	4	13	19
	284619	286001		+	yagG	b0270	CP4-6 prophage; predicted sugar transporter	1	1	0	1	0	1	0	1	1	1	16	6	19	14	22	24
	286013	287623		+	yagH	b0271	CP4-6 prophage; predicted xylosidase/arabinosidase	1	1	0	1	1	1	1	1	0	1	9	4	9	7	13	14
	288386	287628	287628	-	yagI	b0272	CP4-6 prophage; predicted DNA-binding transcriptional regulator	31	30	33	31	27	26	16	24	25	18	13	6	19	13	18	21
289560	289529	288525	288514	-	argF	b0273	"ornithine carbamoyltransferase 2, chain F; CP4-6 prophage"	11	10	8	7	3	4	6	2	5	5	48	29	67	23	29	37
	290376	289873	289689	-	insB	b0274	IS1 transposase B	8	9	12	11	6	4	9	8	4	6	28	10	27	17	36	43
290626	290570	290295		-	insA	b0275	IS1 repressor TnpA	26	23	22	23	20	10	15	22	11	16	37	18	42	26	64	73
292172	292172	291546	291546	-	yagK	b0277	CP4-6 prophage; conserved protein	8	6	8	5	5	5	5	6	2	6	43	26	27	34	60	65
293142	293142	292444	292444	-	yagL	b0278	CP4-6 prophage; DNA-binding protein	8	9	8	9	11	6	13	10	4	5	56	18	41	31	66	85
294068	294023	293169	293161	-	yagM	b0279	CP4-6 prophage; predicted protein	1	1	2	1	3	2	1	2	0	0	31	6	22	19	42	55
294820	294803	294363	294335	-	yagN	b0280	CP4-6 prophage; predicted protein	100	104	134	109	173	80	69	145	83	69	375	291	346	356	316	327
296320	296320	294920	294897	-	intF	b0281	CP4-6 prophage; predicted phage integrase	83	85	100	78	96	53	53	91	53	62	126	121	95	145	134	113
296430			296478	+	ptwF	b4629	Xaa tRNA	3	4	15	2	1	0	0	10	0	1	35	7	10	18	43	49
297959	297950	296994	296994	-	paoD	b0283	moco insertion factor for PaoABC aldehyde oxidoreductase	1	1	1	1	1	2	0	1	0	1	24	13	21	17	32	34
	300158	297960	297960	-	paoC	b0284	"PaoABC aldehyde oxidoreductase, Moco-containing subunit"	0	0	1	1	1	1	1	1	1	0	17	10	21	12	28	29
	301111	300155		-	paoB	b0285	"PaoABC aldehyde oxidoreductase, FAD-containing subunit"	0	0	0	0	1	0	0	0	0	0	25	9	24	10	18	19
	301797	301108		-	paoA	b0286	"PaoABC aldehyde oxidoreductase, 2Fe-2S subunit"	0	0	0	1	1	0	1	0	1	0	27	10	30	18	40	38
302203	302215	302829	302860	+	yagU	b0287	"inner membrane protein, DUF1440 family"	115	140	222	208	230	201	110	262	143	136	269	714	272	504	405	214
303423	303406	303077	303077	-	ykgJ	b0288	predicted ferredoxin	23	24	19	21	34	32	16	36	26	23	49	27	43	53	76	85
	304429	303719	303719	-	yagV	b0289	conserved protein	6	8	8	9	14	11	4	11	9	5	46	35	42	39	65	61
	306041	304398		-	yagW	b0290	predicted receptor	3	3	4	4	9	6	3	6	5	2	50	15	42	29	62	62
308556	308556	306031		-	yagX	b0291	predicted aromatic compound dioxygenase	1	1	1	1	2	1	1	1	1	1	22	6	19	11	32	35
309250	309250	308582	308557	-	matC	b0292	predicted protein	1	1	0	1	3	1	1	1	0	1	34	6	25	17	40	51
309920	309895	309308	309251	-	matB	b0293	cryptic Mat fimbrillin gene	12	10	9	13	9	9	13	11	13	7	28	9	28	10	38	45
310574	310560	309970	309921	-	matA	b0294	predicted regulator	2	4	2	4	4	2	3	3	3	3	38	5	30	17	46	62
311320	311336	311563	311593	+	ykgL	b0295	predicted protein	9	8	8	6	11	4	1	8	1	2	28	8	20	22	33	43
	311738	311598	311598	-	ykgO	b4506	rpmJ (L36) paralog	29	114	17	12	11	13	9	17	12	13	45	21	39	32	44	48
312015	312001	311738		-	ykgM	b0296	rpmE (L31) paralog	53	246	43	29	43	22	28	36	30	24	51	31	38	41	69	84
312470	312466	312365	312351	-	ykgR	b4671	expressed protein	0	0	0	0	0	3	0	0	0	1	11	7	14	21	27	47
314514	314515	314814		+	insE	b0298	IS3 transposase A	19	20	16	23	34	18	10	28	15	12	39	32	31	49	52	49
	314811	315677		+	insF	b0299	IS3 transposase B	3	3	3	3	4	3	2	3	2	2	13	5	11	9	15	17
317543	317543	316950	316950	-	ykgB	b0301	"inner membrane protein, DUF417 family"	7	8	9	6	8	3	6	8	3	6	53	10	53	27	63	78
317791	317791	317555	317544	-	ykgI	b0303	predicted protein	4	5	8	2	5	0	6	2	1	3	54	17	33	26	57	62
319225	319225	317900	317895	-	ykgC	b0304	predicted pyridine nucleotide-disulfide oxidoreductase	1	1	2	4	4	6	2	4	6	1	43	45	44	39	56	62
319448	319451	320305	320305	+	ykgD	b0305	predicted DNA-binding transcriptional regulator	5	5	6	4	4	3	5	5	2	5	39	11	40	32	46	49
320832	320832	321551	321551	+	ykgE	b0306	predicted oxidoreductase	5	6	5	5	5	3	17	4	2	13	39	9	48	25	75	83
321552	321562	322989		+	ykgF	b0307	predicted electron transport protein with ferridoxin-like domai	4	4	3	4	3	6	6	3	4	6	34	18	34	19	45	51
	322982	323677	323684	+	ykgG	b0308	predicted transporter	8	8	7	7	2	8	11	3	10	9	38	9	47	18	44	53
324672	324588	323920	323911	-	ykgH	b0310	predicted inner membrane protein	6	5	7	9	11	3	4	7	2	4	30	12	20	25	46	56
	326471	324801		-	betA	b0311	"choline dehydrogenase, a flavoprotein"	16	17	24	32	28	11	11	23	8	9	20	13	20	21	28	31
327957	327957	326485	326485	-	betB	b0312	"betaine aldehyde dehydrogenase, NAD-dependent"	24	27	39	43	41	18	18	39	16	18	25	26	24	32	35	31
328577	328558	327971	327958	-	betI	b0313	DNA-binding transcriptional repressor	51	52	91	80	87	32	35	93	30	34	26	47	31	66	47	38
328687	328687	330720	330720	+	betT	b0314	choline transporter of high affinity	24	22	41	39	30	11	22	32	14	24	55	18	53	32	73	74
331445	331595	332683	332707	+	yahA	b0315	c-di-GMP-specific phosphodiesterase	51	51	46	40	31	7	37	37	14	47	35	19	29	26	42	44
333696	333657	332725	332654	-	yahB	b0316	predicted DNA-bindng transcriptional regulator	7	7	8	5	8	4	5	8	5	5	42	18	28	28	36	42
334458	334246	333749	333724	-	yahC	b0317	predicted inner membrane protein	2	2	2	1	1	1	2	2	2	1	47	5	31	18	53	71
334487	334504	335109	335109	+	yahD	b0318	ankyrin repeat protein	4	3	6	6	6	7	6	7	5	5	35	16	33	20	56	63
335149	335149	336012		+	yahE	b0319	predicted protein	0	0	0	0	0	0	0	0	0	0	21	3	11	8	26	33
	336002	337549		+	yahF	b0320	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain	0	0	0	0	0	0	1	0	0	0	33	6	32	13	47	48
	337549	338967		+	yahG	b0321	conserved protein	0	0	0	0	0	0	0	0	0	0	7	3	8	5	17	19
	339389	340339		+	yahI	b0323	carbamate kinase-like protein	0	0	0	1	0	0	0	0	0	0	18	5	18	11	23	27
340349	340349	341731	341944	+	yahJ	b0324	predicted deaminase with metallo-dependent hydrolase domain	0	0	12	16	20	28	15	20	17	14	36	22	27	23	38	38
342085	342108	343157	343157	+	yahK	b0325	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"	0	0	11	31	49	35	6	40	30	9	150	323	213	272	292	131
