Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression CV104_pHDB3_5	Expression CV104_pHDB3_10	Expression CV104_pHDB3_20	Expression CV104_pLCV1_5	Expression CV104_pLCV1_10	Expression CV104_pLCV1_20
	300158	297960		-	paoC	b0284	"PaoABC aldehyde oxidoreductase, Moco-containing subunit"	1	2	2	4	2	1
	301111	300155		-	paoB	b0285	"PaoABC aldehyde oxidoreductase, FAD-containing subunit"	1	2	1	4	1	3
	301797	301108		-	paoA	b0286	"PaoABC aldehyde oxidoreductase, 2Fe-2S subunit"	2	2	1	6	1	1
302215	302215	302829	302829	+	yagU	b0287	"inner membrane protein, DUF1440 family"	229	268	195	256	346	207
	303406	303077		-	ykgJ	b0288	predicted ferredoxin	21	25	29	27	27	19
	304429	303719		-	yagV	b0289	conserved protein	5	5	5	7	7	5
	306041	304398		-	yagW	b0290	predicted receptor	5	6	6	12	5	4
	308556	306031		-	yagX	b0291	predicted aromatic compound dioxygenase	1	3	3	4	2	2
	309250	308582		-	matC	b0292	predicted protein	3	2	3	5	4	2
	309895	309308		-	matB	b0293	cryptic Mat fimbrillin gene	12	16	12	11	15	11
	310560	309970		-	matA	b0294	predicted regulator	3	4	3	8	2	4
	311336	311563		+	ykgL	b0295	predicted protein	4	7	9	10	4	3
	311738	311598		-	ykgO	b4506	rpmJ (L36) paralog	26	21	53	20	21	11
	312001	311738		-	ykgM	b0296	rpmE (L31) paralog	22	15	77	27	24	24
	312466	312365		-	ykgR	b4671	expressed protein	1	1	4	5	4	9
	314515	314814		+	insE	b0298	IS3 transposase A	12	15	13	18	11	8
	314811	315677		+	insF	b0299	IS3 transposase B	6	7	6	10	6	8
	317543	316950		-	ykgB	b0301	"inner membrane protein, DUF417 family"	3	4	3	11	5	4
	317791	317555		-	ykgI	b0303	predicted protein	4	3	7	11	5	2
	319225	317900		-	ykgC	b0304	predicted pyridine nucleotide-disulfide oxidoreductase	2	4	4	8	4	4
	319451	320305		+	ykgD	b0305	predicted DNA-binding transcriptional regulator	6	6	4	9	6	5
	320832	321551		+	ykgE	b0306	predicted oxidoreductase	4	4	6	6	7	7
	321562	322989		+	ykgF	b0307	predicted electron transport protein with ferridoxin-like domai	8	8	9	12	10	10
	322982	323677		+	ykgG	b0308	predicted transporter	10	12	12	22	12	17
	324588	323920		-	ykgH	b0310	predicted inner membrane protein	9	17	15	25	17	14
	326471	324801		-	betA	b0311	"choline dehydrogenase, a flavoprotein"	16	22	21	19	22	23
	327957	326485		-	betB	b0312	"betaine aldehyde dehydrogenase, NAD-dependent"	38	51	42	41	45	47
	328558	327971		-	betI	b0313	DNA-binding transcriptional repressor	48	61	54	49	56	57
	328687	330720		+	betT	b0314	choline transporter of high affinity	17	24	18	20	20	23
	331595	332683		+	yahA	b0315	c-di-GMP-specific phosphodiesterase	43	39	49	47	47	40
	333657	332725		-	yahB	b0316	predicted DNA-bindng transcriptional regulator	14	20	17	29	22	15
	334246	333749		-	yahC	b0317	predicted inner membrane protein	3	2	2	7	3	2
	334504	335109		+	yahD	b0318	ankyrin repeat protein	6	5	3	8	5	3
	335149	336012		+	yahE	b0319	predicted protein	1	1	1	5	0	1
	336002	337549		+	yahF	b0320	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain	1	1	1	3	1	1
	337549	338967		+	yahG	b0321	conserved protein	0	1	1	1	1	1
	339389	340339		+	yahI	b0323	carbamate kinase-like protein	0	0	0	0	0	0
	340349	341731		+	yahJ	b0324	predicted deaminase with metallo-dependent hydrolase domain	0	0	0	0	0	0
	342108	343157		+	yahK	b0325	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"	0	0	0	0	0	0
	343400	344215		+	yahL	b0326	predicted protein	0	0	0	0	0	0
	344628	344873		+	yahM	b0327	predicted protein	0	0	0	0	0	0
	345561	344890		-	yahN	b0328	"amino acid exporter for proline, lysine, glutamate, homoserine"	0	0	0	0	0	0
	345708	345983		+	yahO	b0329	"periplasmic protein, function unknown, YhcN family"	0	0	0	0	0	0
	347667	346081		-	prpR	b0330	propionate catabolism operon regulatory protein	0	0	0	0	0	0
	347906	348796		+	prpB	b0331	2-methylisocitrate lyase	0	0	0	0	0	0
	349236	350405		+	prpC	b0333	2-methylcitrate synthase	0	0	0	0	0	0
	350439	351890		+	prpD	b0334	2-methylcitrate dehydratase	0	0	0	0	0	0
	351930	353816		+	prpE	b0335	propionate--CoA ligase	0	0	0	0	0	0
	354146	355405		+	codB	b0336	cytosine transporter	0	0	0	0	0	0
	355395	356678		+	codA	b0337	cytosine/isoguanine deaminase	0	0	0	0	0	0
	357914	357015		-	cynR	b0338	transcriptional activator of cyn operon; autorepressor	0	0	0	0	0	0
	358023	358682		+	cynT	b0339	carbonic anhydrase	0	0	0	0	0	0
	358713	359183		+	cynS	b0340	cyanate aminohydrolase	0	0	0	0	0	0
	359216	360370		+	cynX	b0341	predicted cyanate transporter	0	0	0	0	0	0
	361084	360473		-	lacA	b0342	thiogalactoside acetyltransferase	0	0	0	0	0	0
	362403	361150		-	lacY	b0343	lactose permease	0	0	0	0	0	0
	365529	362455		-	lacZ	b0344	beta-D-galactosidase	0	0	0	0	0	0
366734	366734	365652	365652	-	lacI	b0345	DNA-binding transcriptional repressor	869	826	784	731	761	793
	367644	366811		-	mhpR	b0346	"DNA-binding transcriptional activator, 3HPP-binding"	0	0	0	0	0	0
	367835	369499		+	mhpA	b0347	3-(3-hydroxyphenyl)propionate hydroxylase	0	0	0	0	0	0
	369501	370445		+	mhpB	b0348	"2,3-dihydroxyphenylpropionate 1,2-dioxygenase"	0	0	0	0	0	0
	370448	371329		+	mhpC	b0349	"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase"	0	0	0	0	0	0
	371339	372148		+	mhpD	b0350	2-keto-4-pentenoate hydratase	0	0	0	0	0	0
	372145	373095		+	mhpF	b0351	"acetaldehyde-CoA dehydrogenase II, NAD-binding"	0	0	0	0	0	0
	373092	374105		+	mhpE	b0352	"4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I"	0	0	0	0	0	0
	374683	375894		+	mhpT	b0353	predicted 3-hydroxyphenylpropionic transporter	2	3	3	5	1	2
	375996	376535		+	yaiL	b0354	predicted protein	99	93	102	128	110	98
	377592	376759		-	frmB	b0355	S-formylglutathione hydrolase	79	75	59	82	70	66
	378795	377686		-	frmA	b0356	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	160	144	116	148	143	112
	379105	378830		-	frmR	b0357	regulator protein that represses frmRAB operon	161	140	120	128	141	121
	380066	379293		-	yaiO	b0358	outer membrane protein	3	4	3	4	2	2
	380575	380940		+	insC	b0360	IS2 repressor TnpA	16	16	16	25	21	19
	380898	381803		+	insD	b0361	IS2 transposase TnpB	10	11	13	15	11	9
	383159	381963		-	yaiP	b0363	predicted glucosyltransferase	2	3	3	6	4	3
	383840	383283		-	yaiS	b0364	conserved protein	3	3	3	8	4	2
	384456	385418		+	tauA	b0365	taurine transporter subunit	1	1	1	5	2	0
	385431	386198		+	tauB	b0366	taurine transporter subunit	1	1	1	5	0	2
	386195	387022		+	tauC	b0367	taurine transporter subunit	1	1	0	4	1	2
	387019	387870		+	tauD	b0368	"taurine dioxygenase, 2-oxoglutarate-dependent"	4	4	4	9	4	3
	388951	387977	387977	-	hemB	b0369	5-aminolevulinate dehydratase (porphobilinogen synthase)	235	231	233	242	232	224
	391829	390963		-	insF	b0372	IS3 transposase B	9	12	12	12	9	11
	392125	391826		-	insE	b0373	IS3 transposase A	14	20	20	29	16	21
	393730	394353		+	yaiV	b0375	predicted DNA-binding transcriptional regulator	4	5	4	8	4	3
	395511	394354		-	ampH	b0376	penicillin-binding protein	31	31	31	34	29	33
	395863	397083		+	sbmA	b0377	microcin B17 transporter	15	18	20	21	19	18
	397096	398190		+	yaiW	b0378	probable lipoprotein required for swarming phenotype	32	28	32	35	31	31
	398557	398249		-	yaiY	b0379	"inner membrane protein, DUF2755 family"	5	7	7	8	10	4
	398817	399029		+	yaiZ	b0380	"predicted inner membrane protein, DUF2754 family"	27	25	33	27	25	45
400147	400147	399053	399053	-	ddlA	b0381	D-alanine-D-alanine ligase A	271	264	261	282	271	251
	400610	400870		+	iraP	b0382	"anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein"	149	119	100	184	160	93
	400971	402386		+	phoA	b0383	bacterial alkaline phosphatase	43	58	16	60	57	18
	402505	402825		+	psiF	b0384	"conserved protein, PsiF family, pho regulon"	35	41	24	56	55	22
	402927	404042		+	adrA	b0385	"diguanylate cyclase for cellulose, biofilm, motility regulation"	4	5	5	5	4	3
	404868	404059		-	proC	b0386	"pyrroline-5-carboxylate reductase, NAD(P)-binding"	87	81	69	85	79	74
	404988	405446		+	yaiI	b0387	"conserved protein, UPF0178 family, downregulated by beryllium"	34	30	28	30	28	30
	405629	406153		+	aroL	b0388	shikimate kinase II	78	85	85	80	73	85
	406203	406394		+	yaiA	b0389	predicted protein	96	83	95	102	93	107
	406652	407329		+	aroM	b0390	"conserved protein, AroM family; regulated by aroR"	35	35	43	31	47	51
	407401	407685		+	yaiE	b0391	"conserved protein, UPF0345 family"	108	120	87	100	108	89
409243	409243	408332	408332	-	rdgC	b0393	nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function	188	167	184	186	177	162
	409368	410276		+	mak	b0394	manno(fructo)kinase	39	39	33	36	42	37
	411705	410521		-	araJ	b0396	"arabinose-inducible predicted transporter, MFS family"	11	11	14	11	12	11
	414977	411831		-	sbcC	b0397	"exonuclease, dsDNA, ATP-dependent"	31	31	35	35	28	32
	416176	414974		-	sbcD	b0398	"exonuclease, dsDNA, ATP-dependent"	42	33	35	43	33	33
	416366	417055		+	phoB	b0399	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC)	172	65	31	188	57	33
	417113	418408		+	phoR	b0400	sensory histidine kinase in two-component regulatory system with PhoB	67	29	18	76	29	21
	418815	420134		+	brnQ	b0401	"Branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val"	205	220	211	179	209	211
	420210	421583		+	proY	b0402	proline-specific permease	108	117	119	106	116	115
	421742	423556		+	malZ	b0403	maltodextrin glucosidase	24	19	20	24	20	19
	424142	423561		-	acpH	b0404	conserved protein	19	22	19	19	17	13
	424235	425305		+	queA	b0405	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	114	112	124	107	103	114
425361	425361	426488	426510	+	tgt	b0406	tRNA-guanine transglycosylase	644	661	718	628	670	651
426511	426511	426843	426870	+	yajC	b0407	SecYEG protein translocase auxillary subunit	1379	1359	1412	1304	1401	1317
426871	426871	428718	428728	+	secD	b0408	SecYEG protein translocase auxillary subunit	581	593	626	561	584	585
428729	428729	429700	429700	+	secF	b0409	SecYEG protein translocase auxillary subunit	506	548	565	466	533	564
	429829	430176		+	yajD	b0410	"conserved protein, HNH family"	72	65	73	84	79	68
431277	431237	430353	430353	-	tsx	b0411	"nucleoside channel, receptor of phage T6 and colicin K"	676	696	780	709	736	771
	432075	431536		-	yajI	b0412	predicted lipoprotein	8	8	8	15	11	9
432226	432226	432675		+	nrdR	b0413	conserved protein	186	170	170	164	172	176
	432679	433782		+	ribD	b0414	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	137	135	132	119	120	134
433853	433871	434341	434341	+	ribE	b0415	riboflavin synthase beta chain	618	563	561	541	551	571
434360	434361	434780	434780	+	nusB	b0416	transcription antitermination protein	702	630	650	638	616	611
	434858	435835		+	thiL	b0417	thiamin-monophosphate kinase	123	113	119	106	109	122
	435813	436331		+	pgpA	b0418	phosphatidylglycerophosphatase A	106	97	106	107	101	99
	437359	436385		-	yajO	b0419	"2-carboxybenzaldehyde reductase, function unknown"	41	49	49	55	48	52
	439401	437539		-	dxs	b0420	"1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring"	119	122	121	124	120	128
	440325	439426		-	ispA	b0421	geranyltranstransferase	170	179	180	161	167	178
	440567	440325		-	xseB	b0422	exonuclease VII small subunit	174	179	155	171	171	159
	440773	442221	442221	+	thiI	b0423	tRNA s(4)U8 sulfurtransferase	194	187	211	179	182	203
	442865	442275		-	yajL	b0424	Oxidative-stress-resistance chaperone	58	61	54	55	53	48
	443739	442828		-	panE	b0425	"2-dehydropantoate reductase, NADPH-specific"	68	69	70	70	66	62
443902	443907	444398	444453	+	yajQ	b0426	Phi6 host factor; binds ATP and GTP	825	760	810	862	804	696
	445890	444526		-	yajR	b0427	predicted transporter	39	39	39	31	40	38
446929	446929	446039	446035	-	cyoE	b0428	protoheme IX farnesyltransferase	1749	1917	2152	1634	1946	2133
	447270	446941	446930	-	cyoD	b0429	cytochrome o ubiquinol oxidase subunit IV	2938	3181	4004	2935	3422	3622
	447884	447270		-	cyoC	b0430	cytochrome o ubiquinol oxidase subunit III	2008	2238	2460	1863	2172	2446
449865	449865	447874		-	cyoB	b0431	cytochrome o ubiquinol oxidase subunit I	2440	2720	2977	2280	2628	2947
450853	450834	449887	449866	-	cyoA	b0432	cytochrome o ubiquinol oxidase subunit II	3068	3356	3923	3161	3472	3658
	452769	451294		-	ampG	b0433	muropeptide transporter	79	90	79	78	84	86
453391	453391	452813	452807	-	yajG	b0434	predicted lipoprotein	350	345	348	387	371	388
	453696	454013		+	bolA	b0435	"stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC"	221	204	161	208	217	157
454235	454357	455655	455674	+	tig	b0436	peptidyl-prolyl cis/trans isomerase (trigger factor)	3689	3400	3693	3626	3378	3356
455881	455901	456524	456537	+	clpP	b0437	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	710	633	555	721	656	543
456568	456650	457924	457924	+	clpX	b0438	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	690	659	592	676	671	574
458101	458112	460466	460466	+	lon	b0439	DNA-binding ATP-dependent protease La	808	726	560	830	720	552
460601	460675	460947	460976	+	hupB	b0440	"HU, DNA-binding transcriptional regulator, beta subunit"	2674	2674	2495	2117	2566	2560
461115	461139	463010	463010	+	ppiD	b0441	"periplasmic folding chaperone, has an inactive PPIase domain"	414	397	418	399	399	380
	463161	463532		+	ybaV	b0442	"conserved protein, ComEA homolog"	15	16	15	20	13	18
	463626	464024		+	fadM	b0443	long-chain acyl-CoA thioesterase III	5	8	10	8	9	9
	464771	464076		-	queC	b0444	7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis	123	113	119	123	112	107
	466536	464836		-	ybaE	b0445	predicted transporter subunit: periplasmic-binding component of ABC superfamily	4	6	5	9	5	6
	466636	467454		+	cof	b0446	thiamin pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase	17	15	15	17	18	12
	467607	468065		+	ybaO	b0447	predicted DNA-binding transcriptional regulator	34	32	33	32	30	33
	468095	469867		+	mdlA	b0448	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components	21	21	22	18	21	22
	469860	471641		+	mdlB	b0449	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components	15	15	14	13	13	14
	471822	472160		+	glnK	b0450	"nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB"	1	1	0	7	1	1
	472190	473476		+	amtB	b0451	ammonium transporter	7	7	5	7	6	6
	474385	473525		-	tesB	b0452	acyl-CoA thioesterase II	51	46	47	44	50	47
	474603	475175		+	ybaY	b0453	outer membrane lipoprotein	41	65	69	49	68	55
	475595	475206		-	ybaZ	b0454	binds and enhances nucleotide excision repair of O(6)-alkylguanine; degenerate cysteine methyltransferase homolog	12	11	9	12	11	12
475672			475785	+	ffs	b0455	-	23	19	33	29	14	41
	475896	476249		+	ybaA	b0456	"conserved protein, DUF1428 family"	5	11	7	19	6	7
	477841	476291		-	ylaB	b0457	predicted cyclic-di-GMP phosphodiesterase	10	11	13	13	12	10
	478475	478005		-	ylaC	b0458	"inner membrane protein, DUF1449 family"	63	73	84	75	82	79
	479142	478591		-	maa	b0459	maltose O-acetyltransferase	53	57	59	50	67	64
479557	479532	479314	479143	-	hha	b0460	"modulator of gene expression, with H-NS"	231	251	307	230	269	243
	479932	479558		-	tomB	b0461	Hha toxicity attenuator; conjugation-related protein	88	103	109	103	129	113
483642	483627	480478	480478	-	acrB	b0462	multidrug efflux system protein	322	344	335	323	328	320
484892	484843	483650	483643	-	acrA	b0463	multidrug efflux system	402	414	425	417	389	378
	484985	485632		+	acrR	b0464	DNA-binding transcriptional repressor	61	60	70	75	72	68
	485760	489122		+	kefA	b0465	fused conserved protein	88	90	96	94	90	91
	489495	489334		-	ybaM	b0466	predicted protein	54	48	42	53	34	51
	490036	489509		-	priC	b0467	primosomal replication protein N''	31	36	30	33	23	28
	490106	490483		+	ybaN	b0468	"inner membrane protein, DUF454 family"	27	40	29	27	35	29
490585	490636	491187	491187	+	apt	b0469	adenine phosphoribosyltransferase	692	639	660	652	651	650
	491316	493247		+	dnaX	b0470	"DNA polymerase III/DNA elongation factor III, tau and gamma subunits"	114	114	101	102	99	114
493248	493300	493629		+	ybaB	b0471	conserved protein	793	727	774	818	728	759
	493629	494234	494234	+	recR	b0472	gap repair protein	387	361	320	339	329	364
494344	494344	496218	496218	+	htpG	b0473	"protein refolding molecular co-chaperone Hsp90, Hsp70-dependent; heat-shock protein; ATPase"	796	742	515	888	731	530
496399	496399	497043	497058	+	adk	b0474	adenylate kinase	934	861	878	986	861	804
	497279	498241		+	hemH	b0475	ferrochelatase	41	40	38	42	42	37
	499197	498238		-	aes	b0476	acetyl esterase	6	8	7	9	10	8
	499349	500653		+	gsk	b0477	inosine/guanosine kinase	123	122	127	117	115	120
	502462	500786		-	ybaL	b0478	predicted transporter with NAD(P)-binding Rossmann-fold domain	54	53	49	47	53	50
	503920	502700		-	fsr	b0479	predicted fosmidomycin efflux system	20	22	21	22	26	21
	504138	505790		+	ushA	b0480	bifunctional UDP-sugar hydrolase/5'-nucleotidase	71	72	70	86	78	68
	506306	505827		-	ybaK	b0481	conserved protein	80	74	81	91	83	89
506428			506511	+	chiX	b4585	-	11	15	11	9	11	11
	507304	506510		-	ybaP	b0482	GumN family protein	23	22	25	23	21	24
	507442	507783		+	ybaQ	b0483	predicted DNA-binding transcriptional regulator	120	116	127	139	140	124
	510603	508099		-	copA	b0484	copper transporter	30	28	19	22	19	20
	510865	511797		+	ybaS	b0485	glutaminase	7	6	5	8	6	10
	511800	513092		+	ybaT	b0486	predicted transporter	5	4	4	9	6	6
	513217	513624		+	cueR	b0487	DNA-binding transcriptional activator of copper-responsive regulon genes	35	40	33	44	26	45
	514083	513625		-	ybbJ	b0488	inner membrane protein that stimulates the ftsH htpX mutant suppressor activity of QmcA	30	24	25	37	25	30
	514997	514080		-	qmcA	b0489	multicopy suppressor of ftsH htpX double mutant; membrane-anchored predicted protease with C-terminal cytoplasmic PHB domain	38	36	33	42	31	31
	515143	515820		+	ybbL	b0490	predicted transporter subunit: ATP-binding component of ABC superfamily	41	38	40	47	44	38
	515807	516586		+	ybbM	b0491	"inner membrane protein, UPF0014 family"	28	30	27	30	31	27
	517503	516649		-	ybbN	b0492	"DnaK co-chaperone, thioredoxin-like protein"	277	240	184	299	231	185
	518373	517564		-	ybbO	b0493	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	67	73	66	64	73	60
	518989	518363		-	tesA	b0494	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	56	50	47	56	49	44
	518957	519643		+	ybbA	b0495	predicted transporter subunit: ATP-binding component of ABC superfamily	19	15	16	20	17	16
	519640	522054		+	ybbP	b0496	predicted ABC transporter permease	8	9	7	10	8	9
	522485	526765		+	rhsD	b0497	rhsD element protein	6	10	8	17	8	8
	526805	527173		+	ybbC	b0498	predicted protein	7	9	11	11	14	10
	530450	529356		-	selU	b0503	"tRNA 2-selenouridine synthase, selenophosphate-dependent"	21	24	20	21	20	18
	531445	530519		-	allS	b0504	DNA-binding transcriptional activator of the allD operon	2	2	1	7	2	3
	531675	532157		+	allA	b0505	ureidoglycolate hydrolase	6	4	4	6	6	6
	532235	533050		+	allR	b0506	DNA-binding transcriptional repressor for all (allantoin) and gcl (glyoxylate) operons; glyoxylate-induced	131	128	148	134	130	133
	533140	534921		+	gcl	b0507	glyoxylate carboligase	2	5	4	10	4	2
	534934	535710		+	hyi	b0508	hydroxypyruvate isomerase	1	2	2	6	1	2
	535810	536688		+	glxR	b0509	"tartronate semialdehyde reductase, NADH-dependent"	3	3	2	6	3	3
	536857	538311		+	ybbW	b0511	predicted allantoin transporter	1	1	1	4	0	1
	538371	539732		+	allB	b0512	allantoinase	1	3	2	8	2	3
	539789	541090		+	ybbY	b0513	predicted uracil/xanthine transporter	1	2	3	4	3	2
	541112	542257		+	glxK	b0514	glycerate kinase II	5	5	5	5	5	7
	543270	542485		-	ylbA	b0515	conserved protein	27	26	23	28	27	21
	544516	543281		-	allC	b0516	allantoate amidohydrolase	10	13	12	26	11	9
